gene_id,transcript_id,Gene_id,protein_id
YNL220W,NM_001183058.1,855501,NP_014179.1
YNL219C,NM_001183057.1,855502,NP_014180.1
YNL218W,NM_001183056.1,855503,NP_014181.1
YNL217W,NM_001183055.1,855504,NP_014182.1
YNL216W,NM_001183054.1,855505,NP_014183.1
YNL215W,NM_001183053.1,855506,NP_014184.1
YNL214W,NM_001183052.1,855507,NP_014185.1
YNL213C,NM_001183051.1,855508,NP_014186.1
YNL212W,NM_001183050.1,855509,NP_014187.1
YNL211C,NM_001183049.1,855510,NP_014188.1
YNL210W,NM_001183048.1,855511,NP_014189.1
YNL209W,NM_001183047.1,855512,NP_014190.1
YNL208W,NM_001183046.1,855513,NP_014191.2
YNL207W,NM_001183045.1,855514,NP_014192.1
YNL206C,NM_001183044.1,855515,NP_014193.1
YNL204C,NM_001183042.1,855517,NP_014195.1
YNL202W,NM_001183040.1,855518,NP_014197.2
YNL201C,NM_001183039.1,855520,NP_014198.1
YNL200C,NM_001183038.1,855521,NP_014199.1
YNL199C,NM_001183037.1,855522,NP_014200.1
YNL197C,NM_001183035.1,855524,NP_014202.1
YNL196C,NM_001183034.1,855525,NP_014203.1
YNL195C,NM_001183033.1,855526,NP_014204.2
YNL194C,NM_001183032.1,855527,NP_014205.1
YNL193W,NM_001183031.2,855528,NP_014206.2
YNL192W,NM_001183030.2,855529,NP_014207.2
YNL191W,NM_001183029.1,855530,NP_014208.1
YNL190W,NM_001183028.1,855531,NP_014209.1
YNL189W,NM_001183027.1,855532,NP_014210.1
YNL188W,NM_001183026.1,855533,NP_014211.1
YNL187W,NM_001183025.1,855534,NP_014212.1
YNL186W,NM_001183024.2,855535,NP_014213.2
YNL185C,NM_001183023.1,855536,NP_014214.1
YNL184C,NM_001270758.1,855537,NP_001257687.1
YNL183C,NM_001183021.1,855538,NP_014216.1
YNL182C,NM_001183020.1,855539,NP_014217.1
YNL181W,NM_001183019.2,855540,NP_014218.2
YNL180C,NM_001183018.1,855541,NP_014219.1
YNL178W,NM_001183016.3,855543,NP_014221.3
YNL177C,NM_001183015.2,855544,NP_014222.2
YNL176C,NM_001183014.2,855545,NP_014223.2
YNL175C,NM_001183013.2,855547,NP_014224.2
YNL173C,NM_001183011.1,855548,NP_014226.1
YNL172W,NM_001183010.4,855549,NP_014227.4
YNL169C,NM_001183007.1,855552,NP_014230.1
YNL168C,NM_001183006.1,855553,NP_014231.1
YNL167C,NM_001183005.1,855554,NP_014232.1
YNL166C,NM_001183004.1,855555,NP_014233.1
YNL165W,NM_001183003.3,855556,NP_014234.3
YNL164C,NM_001183002.1,855557,NP_014235.1
YNL163C,NM_001183001.1,855558,NP_014236.1
YNL162W-A,NM_001184490.1,855559,NP_076906.1
YNL162W,NM_001183000.1,855560,NP_014237.2
YNL162W,NM_001183000.1,855560,NP_014237.2
YNL161W,NM_001182999.3,855561,NP_014238.3
YNL160W,NM_001182998.1,855562,NP_014239.1
YNL159C,NM_001182997.1,855563,NP_014240.1
YNL158W,NM_001182996.1,855564,NP_014241.1
YNL157W,NM_001182995.1,855565,NP_014242.1
YNL156C,NM_001182994.3,855566,NP_014243.3
YNL155W,NM_001182993.1,855567,NP_014244.1
YNL154C,NM_001182992.1,855568,NP_014245.1
YNL153C,NM_001182991.1,855569,NP_014246.1
YNL152W,NM_001182990.1,855570,NP_014247.1
YNL151C,NM_001182989.3,855571,NP_014248.3
YNL149C,NM_001182987.1,855573,NP_014250.1
YNL148C,NM_001182986.1,855574,NP_014251.1
YNL147W,NM_001182985.1,855575,NP_014252.2
YNL147W,NM_001182985.1,855575,NP_014252.2
YNL146C-A,NM_001184663.1,1466510,NP_878152.1
YNL146W,NM_001182984.3,855576,NP_014253.3
YNL145W,NM_001182983.1,855577,NP_014254.1
YNL144C,NM_001182982.1,855578,NP_014255.1
YNL143C,NM_001270759.1,855579,NP_001257688.1
YNL142W,NM_001182980.1,855580,NP_014257.1
YNL141W,NM_001182979.1,855581,NP_014258.1
YNL140C,NM_001270760.1,855582,NP_001257689.1
YNL139C,NM_001182977.3,855583,NP_014260.3
YNL138W-A,NM_001184519.1,1466511,NP_878153.1
YNL138W-A,NM_001184519.1,1466511,NP_878153.1
YNL138W,NM_001182976.1,855584,NP_014261.1
YNL137C,NM_001182975.3,855585,NP_014262.3
YNL136W,NM_001182974.1,855586,NP_014263.1
YNL135C,NM_001182973.1,855587,NP_014264.1
YNL134C,NM_001182972.3,855588,NP_014265.3
YNL133C,NM_001182971.3,855589,NP_014266.3
YNL132W,NM_001182970.1,855591,NP_014267.1
YNL131W,NM_001182969.1,855592,NP_014268.1
YNL130C,NM_001182968.3,855593,NP_014269.4
YNL130C,NM_001182968.3,855593,NP_014269.4
YNL130C-A,NM_001184574.1,1466512,NP_878154.1
YNL129W,NM_001182967.1,855594,NP_014270.1
YNL128W,NM_001182966.4,855595,NP_014271.3
YNL127W,NM_001182965.3,855596,NP_014272.3
YNL126W,NM_001182964.1,855597,NP_014273.1
YNL125C,NM_001182963.1,855598,NP_014274.1
YNL124W,NM_001182962.3,855599,NP_014275.3
YNL123W,NM_001182961.1,855600,NP_014276.1
YNL122C,NM_001182960.1,855601,NP_014277.1
YNL121C,NM_001182959.3,855602,NP_014278.3
YNL119W,NM_001182957.3,855603,NP_014280.3
YNL118C,NM_001182956.1,855605,NP_014281.1
YNL117W,NM_001182955.1,855606,NP_014282.1
YNL116W,NM_001182954.3,855607,NP_014283.3
YNL115C,NM_001182953.1,855608,NP_014284.1
YNL113W,NM_001182951.1,855609,NP_014286.1
YNL112W,NM_001182950.3,855611,NP_014287.3
YNL112W,NM_001182950.3,855611,NP_014287.3
YNL111C,NM_001182949.3,855612,NP_014288.3
YNL110C,NM_001182948.1,855613,NP_014289.1
YNL108C,NM_001182946.1,855615,NP_014291.1
YNL107W,NM_001182945.3,855616,NP_014292.3
YNL106C,NM_001182944.1,855618,NP_014293.1
YNL104C,NM_001182942.1,855619,NP_014295.1
YNL103W,NM_001182941.3,855620,NP_014296.4
YNL102W,NM_001182940.3,855621,NP_014297.3
YNL101W,NM_001182939.1,855622,NP_014298.1
YNL100W,NM_001182938.1,855623,NP_014299.1
YNL099C,NM_001182937.3,855624,NP_014300.3
YNL098C,NM_001182936.1,855625,NP_014301.1
YNL097C-B,NM_001184620.1,1466513,NP_878155.1
YNL097C,NM_001182935.3,855626,NP_014302.3
YNL096C,NM_001182934.3,855628,NP_014303.3
YNL096C,NM_001182934.3,855628,NP_014303.3
YNL095C,NM_001182933.1,855629,NP_014304.1
YNL094W,NM_001182932.1,855630,NP_014305.1
YNL093W,NM_001182931.3,855631,NP_014306.3
YNL092W,NM_001182930.1,855632,NP_014307.1
YNL091W,NM_001182929.1,855633,NP_014308.1
YNL090W,NM_001182928.3,855634,NP_014309.3
YNL088W,NM_001182926.3,855636,NP_014311.3
YNL087W,NM_001182925.1,855637,NP_014312.1
YNL086W,NM_001182924.1,855638,NP_014313.1
YNL085W,NM_001182923.3,855639,NP_014314.3
YNL084C,NM_001182922.1,855640,NP_014315.1
YNL083W,NM_001182921.1,855641,NP_014316.3
YNL082W,NM_001182920.3,855642,NP_014317.4
YNL081C,NM_001182919.3,855643,NP_014318.3
YNL080C,NM_001182918.1,855644,NP_014319.1
YNL079C,NM_001182917.1,855645,NP_014320.1
YNL078W,NM_001182916.3,855646,NP_014321.3
YNL077W,NM_001182915.1,855647,NP_014322.1
YNL076W,NM_001182914.1,855648,NP_014323.1
YNL075W,NM_001182913.3,855649,NP_014324.3
YNL074C,NM_001182912.3,855650,NP_014325.3
YNL073W,NM_001182911.1,855651,NP_014326.1
YNL072W,NM_001182910.1,855652,NP_014327.1
YNL071W,NM_001182909.3,855653,NP_014328.3
YNL070W,NM_001182908.1,855654,NP_014329.1
YNL069C,NM_001182907.1,855655,NP_014330.1
YNL069C,NM_001182907.1,855655,NP_014330.1
YNL068C,NM_001182906.3,855656,NP_014331.3
YNL067W-B,NM_001184639.3,1466514,NP_878156.3
YNL067W,NM_001182905.1,855658,NP_014332.1
YNL066W,NM_001182904.1,855659,NP_014333.1
YNL065W,NM_001182903.3,855660,NP_014334.3
YNL064C,NM_001182902.1,855661,NP_014335.1
YNL063W,NM_001182901.1,855662,NP_014336.1
YNL062C,NM_001182900.3,855663,NP_014337.3
YNL061W,NM_001182899.3,855664,NP_014338.3
YNL059C,NM_001182898.1,855665,NP_014339.1
YNL058C,NM_001182897.1,855667,NP_014340.1
YNL056W,NM_001182895.3,855668,NP_014342.3
YNL055C,NM_001182894.1,855669,NP_014343.1
YNL054W-B,NM_001281536.2,855672,NP_001268465.1
YNL054W-B,NM_001281536.2,855672,NP_001268465.1
YNL054W-A,NM_001184413.3,855671,NP_058180.1
YNL054W,NM_001182893.3,855673,NP_014344.3
YNL053W,NM_001182892.3,855674,NP_014345.3
YNL052W,NM_001182891.1,855675,NP_014346.1
YNL051W,NM_001182890.1,855676,NP_014347.1
YNL050C,NM_001182889.3,855677,NP_014348.3
YNL050C,NM_001182889.3,855677,NP_014348.3
YNL049C,NM_001182888.1,855678,NP_014349.1
YNL048W,NM_001182887.1,855679,NP_014350.1
YNL047C,NM_001182886.3,855680,NP_014351.3
YNL046W,NM_001182885.3,855681,NP_014352.3
YNL045W,NM_001182884.1,855682,NP_014353.1
YNL044W,NM_001182883.1,855683,NP_014354.2
YNL044W,NM_001182883.1,855683,NP_014354.2
YNL042W-B,NM_001184662.3,1466515,NP_878157.3
YNL042W,NM_001182881.1,855686,NP_014356.1
YNL041C,NM_001182880.1,855687,NP_014357.1
YNL040W,NM_001182879.3,855688,NP_014358.3
YNL039W,NM_001182878.3,855689,NP_014359.3
YNL038W,NM_001182877.1,855690,NP_014360.2
YNL038W,NM_001182877.1,855690,NP_014360.2
YNL037C,NM_001182876.1,855691,NP_014361.1
YNL036W,NM_001182875.3,855692,NP_014362.3
YNL035C,NM_001182874.1,855695,NP_014363.1
YNL034W,NM_001182873.1,855697,NP_014364.1
YNL033W,NM_001182872.3,855698,NP_014365.3
YNL032W,NM_001182871.3,855699,NP_014366.3
YNL031C,NM_001182870.1,855700,NP_014367.1
YNL030W,NM_001182869.1,855701,NP_014368.1
YNL029C,NM_001182868.3,855703,NP_014369.3
YNL027W,NM_001182866.1,855704,NP_014371.1
YNL026W,NM_001182865.1,855705,NP_014372.1
YNL025C,NM_001182864.3,855706,NP_014373.3
YNL024C-A,NM_001184619.3,1466516,NP_878158.3
YNL024C,NM_001182863.1,855707,NP_014374.1
YNL023C,NM_001182862.1,855708,NP_014375.1
YNL022C,NM_001182861.3,855709,NP_014376.3
YNL021W,NM_001182860.1,855710,NP_014377.1
YNL020C,NM_001182859.1,855711,NP_014378.1
YNL019C,NM_001182858.3,855712,NP_014379.3
YNL018C,NM_001182857.3,855713,NP_014380.3
YNL016W,NM_001182855.1,855716,NP_014382.1
YNL015W,NM_001182854.1,855717,NP_014383.1
YNL014W,NM_001182853.3,855718,NP_014384.3
YNL012W,NM_001182851.1,855720,NP_014386.2
YNL012W,NM_001182851.1,855720,NP_014386.2
YNL011C,NM_001182850.1,855721,NP_014387.1
YNL010W,NM_001182849.3,855722,NP_014388.3
YNL009W,NM_001182848.3,855723,NP_014389.3
YNL008C,NM_001182847.2,855724,NP_014390.2
YNL007C,NM_001182846.1,855725,NP_014391.1
YNL006W,NM_001182845.3,855726,NP_014392.3
YNL005C,NM_001182844.1,855727,NP_014393.1
YNL004W,NM_001182843.1,855728,NP_014394.2
YNL004W,NM_001182843.1,855728,NP_014394.2
YNL003C,NM_001182842.3,855729,NP_014395.3
YNL002C,NM_001182841.3,855730,NP_014396.3
YNL001W,NM_001182840.1,855731,NP_014397.1
YNR001C,NM_001183178.1,855732,NP_014398.1
YNR002C,NM_001183179.3,855736,NP_014399.3
YNR003C,NM_001183180.1,855737,NP_014400.1
YNR004W,NM_001183181.1,855738,NP_014401.1
YNR006W,NM_001183183.3,855739,NP_014403.3
YNR007C,NM_001183184.3,855741,NP_014404.3
YNR008W,NM_001183185.1,855742,NP_014405.1
YNR009W,NM_001183186.1,855743,NP_014406.1
YNR010W,NM_001183187.3,855744,NP_014407.3
YNR011C,NM_001183188.1,855745,NP_014408.1
YNR012W,NM_001183189.1,855746,NP_014409.1
YNR013C,NM_001183190.3,855747,NP_014410.3
YNR014W,NM_001183191.3,855748,NP_014411.3
YNR015W,NM_001183192.1,855749,NP_014412.1
YNR016C,NM_001183193.1,855750,NP_014413.1
YNR017W,NM_001183194.3,855751,NP_014414.3
YNR018W,NM_001183195.1,855752,NP_014415.1
YNR019W,NM_001183196.1,855753,NP_014416.1
YNR020C,NM_001183197.3,855754,NP_014417.3
YNR021W,NM_001183198.3,855755,NP_014418.3
YNR022C,NM_001183199.1,855756,NP_014419.1
YNR023W,NM_001183200.1,855757,NP_014420.1
YNR024W,NM_001183201.3,855758,NP_014421.3
YNR026C,NM_001183203.1,855760,NP_014423.1
YNR027W,NM_001183204.1,855761,NP_014424.1
YNR028W,NM_001183205.3,855762,NP_014425.3
YNR029C,NM_001183206.3,855763,NP_014426.3
YNR030W,NM_001183207.1,855764,NP_014427.1
YNR031C,NM_001183208.1,855765,NP_014428.1
YNR032W,NM_001183209.3,855766,NP_014429.3
YNR032C-A,NM_001184344.1,855767,NP_014430.1
YNR033W,NM_001183210.1,855768,NP_014431.1
YNR034W,NM_001183211.3,855769,NP_014432.3
YNR034W-A,NM_001184446.3,855770,NP_061494.3
YNR035C,NM_001183212.1,855771,NP_014433.1
YNR036C,NM_001183213.1,855772,NP_014434.1
YNR037C,NM_001183214.3,855773,NP_014435.3
YNR038W,NM_001183215.1,855774,NP_014436.1
YNR039C,NM_001183216.1,855775,NP_014437.1
YNR040W,NM_001183217.3,855776,NP_014438.3
YNR041C,NM_001183218.3,855778,NP_014439.3
YNR043W,NM_001183220.1,855779,NP_014441.1
YNR044W,NM_001183221.1,855780,NP_014442.1
YNR045W,NM_001183222.3,855781,NP_014443.3
YNR046W,NM_001183223.1,855782,NP_014444.1
YNR047W,NM_001183224.1,855783,NP_014445.1
YNR048W,NM_001183225.3,855784,NP_014446.3
YNR049C,NM_001183226.3,855785,NP_014447.3
YNR050C,NM_001183227.1,855786,NP_014448.1
YNR051C,NM_001183228.1,855787,NP_014449.1
YNR052C,NM_001183229.3,855788,NP_014450.3
YNR053C,NM_001183230.1,855789,NP_014451.1
YNR053C,NM_001183230.1,855789,NP_014451.1
YNR054C,NM_001183231.1,855790,NP_014452.1
YNR055C,NM_001183232.3,855792,NP_014453.3
YNR056C,NM_001183233.3,855793,NP_014454.3
YNR057C,NM_001183234.1,855794,NP_014455.1
YNR058W,NM_001183235.1,855795,NP_014456.1
YNR059W,NM_001183236.3,855796,NP_014457.3
YNR060W,NM_001183237.1,855797,NP_014458.1
YNR061C,NM_001183238.1,855798,NP_014459.1
YNR062C,NM_001183239.3,855799,NP_014460.3
YNR063W,NM_001183240.3,855800,NP_014461.3
YNR064C,NM_001183241.1,855801,NP_014462.1
YNR065C,NM_001183242.1,855802,NP_014463.1
YNR066C,NM_001183243.3,855803,NP_014464.3
YNR067C,NM_001183244.1,855804,NP_014465.1
YNR068C,NM_001183245.1,855805,NP_014466.1
YNR069C,NM_001183246.3,855806,NP_014467.3
YNR070W,NM_001183247.4,855807,NP_014468.3
YNR071C,NM_001183248.1,855808,NP_014469.1
YNR072W,NM_001183249.1,855809,NP_014470.1
YNR073C,NM_001183250.3,855810,NP_014471.3
YNR074C,NM_001183251.1,855811,NP_014472.1
YNR075W,NM_001183252.1,855812,NP_014473.1
YNR075C-A,NM_001184621.3,1466517,NP_878159.3
YNR076W,NM_001183253.3,855813,NP_014474.3
YNR077C,NM_001267862.1,855814,NP_001254791.1
YOL166W-A,NM_001184623.1,1466472,NP_878160.1
YOL165C,NM_001183418.1,853999,NP_014477.1
YOL164W-A,NM_001184575.1,1466473,NP_878161.1
YOL164W,NM_001183417.1,854000,NP_014478.1
YOL163W,NM_001183416.1,854001,NP_014479.1
YOL162W,NM_001183415.1,854002,NP_014480.1
YOL161C,NM_001183414.1,854003,NP_014481.1
YOL160W,NM_001348873.1,854004,NP_001335811.1
YOL159C-A,NM_001184493.1,854005,NP_076909.1
YOL159C,NM_001183412.1,854006,NP_014483.1
YOL158C,NM_001183411.1,854007,NP_014484.1
YOL157C,NM_001183410.1,854008,NP_014485.1
YOL156W,NM_001183409.1,854009,NP_014486.1
YOL155W-A,NM_001184666.1,1466474,NP_878162.1
YOL155C,NM_001183408.1,854010,NP_014487.1
YOL154W,NM_001183407.1,854011,NP_014488.1
YOL153C,,854012,
YOL152W,NM_001183406.1,854013,NP_014489.2
YOL151W,NM_001183405.1,854014,NP_014490.1
YOL149W,NM_001183403.1,854016,NP_014492.1
YOL148C,NM_001183402.1,854017,NP_014493.1
YOL147C,NM_001183401.1,854018,NP_014494.1
YOL146W,NM_001183400.1,854019,NP_014495.2
YOL145C,NM_001183399.2,854020,NP_014496.2
YOL144W,NM_001183398.1,854021,NP_014497.1
YOL143C,NM_001183397.1,854022,NP_014498.1
YOL142W,NM_001183396.2,854023,NP_014499.2
YOL141W,NM_001183395.2,854024,NP_014500.2
YOL140W,NM_001183394.1,854025,NP_014501.1
YOL139C,NM_001183393.1,854026,NP_014502.1
YOL138C,NM_001183392.2,853982,NP_014503.2
YOL137W,NM_001183391.1,853983,NP_014504.1
YOL136C,NM_001183390.1,853984,NP_014505.1
YOL135C,NM_001183389.1,853985,NP_014506.1
YOL133W,NM_001183387.1,853986,NP_014508.1
YOL132W,NM_001183386.1,853988,NP_014509.1
YOL131W,NM_001183385.1,853989,NP_014510.1
YOL130W,NM_001183384.1,853990,NP_014511.1
YOL129W,NM_001183383.1,853991,NP_014512.1
YOL128C,NM_001183382.1,853992,NP_014513.1
YOL127W,NM_001183381.1,853993,NP_014514.1
YOL127W,NM_001183381.1,853993,NP_014514.1
YOL126C,NM_001183380.1,853994,NP_014515.2
YOL125W,NM_001183379.2,853995,NP_014516.1
YOL124C,NM_001183378.1,853996,NP_014517.1
YOL123W,NM_001183377.1,853997,NP_014518.1
YOL122C,NM_001183376.1,854027,NP_014519.1
YOL121C,NM_001183375.1,854028,NP_014520.1
YOL121C,NM_001183375.1,854028,NP_014520.1
YOL120C,NM_001183374.1,854029,NP_014521.1
YOL120C,NM_001183374.1,854029,NP_014521.1
YOL119C,NM_001183373.1,854030,NP_014522.1
YOL118C,NM_001348874.1,854031,NP_001335812.1
YOL117W,NM_001183371.1,854032,NP_014524.1
YOL116W,NM_001183370.1,854033,NP_014525.1
YOL115W,NM_001183369.1,854034,NP_014526.1
YOL114C,NM_001183368.1,854035,NP_014527.1
YOL113W,NM_001183367.1,854036,NP_014528.1
YOL112W,NM_001183366.1,854037,NP_014529.1
YOL111C,NM_001183365.1,854038,NP_014530.1
YOL110W,NM_001183364.1,854039,NP_014531.1
YOL109W,NM_001183363.1,854040,NP_014532.1
YOL108C,NM_001183362.1,854042,NP_014533.1
YOL107W,NM_001183361.1,854043,NP_014534.1
YOL105C,NM_001183359.1,854046,NP_014536.1
YOL104C,NM_001183358.1,854047,NP_014537.1
YOL103W-B,NM_001184384.2,854049,NP_058181.1
YOL103W-B,NM_001184384.2,854049,NP_058181.1
YOL103W-A,NM_001184383.1,854048,NP_058182.1
YOL103W,NM_001183357.1,854050,NP_014538.2
YOL102C,NM_001183356.1,854051,NP_014539.1
YOL101C,NM_001183355.1,854052,NP_014540.1
YOL100W,NM_001183354.1,854053,NP_014541.1
YOL098C,NM_001183352.1,854055,NP_014543.1
YOL097W-A,NM_001184665.1,1466475,NP_878163.1
YOL097C,NM_001183351.1,854056,NP_014544.1
YOL096C,NM_001183350.1,854057,NP_014545.2
YOL095C,NM_001183349.1,854058,NP_014546.1
YOL094C,NM_001183348.1,854059,NP_014547.1
YOL093W,NM_001183347.1,854060,NP_014548.1
YOL092W,NM_001183346.1,854061,NP_014549.1
YOL091W,NM_001183345.1,854062,NP_014550.1
YOL090W,NM_001183344.1,854063,NP_014551.1
YOL089C,NM_001183343.1,854064,NP_014552.1
YOL088C,NM_001183342.1,854065,NP_014553.1
YOL087C,NM_001183341.1,854066,NP_014554.1
YOL086W-A,NM_001184492.1,854067,NP_076910.1
YOL086C,NM_001183340.1,854068,NP_014555.1
YOL085C,NM_001348875.1,854069,NP_001335813.1
YOL084W,NM_001183338.1,854070,NP_014557.1
YOL083W,NM_001183337.1,854071,NP_014558.1
YOL082W,NM_001183336.1,854072,NP_014559.1
YOL081W,NM_001183335.1,854073,NP_014560.1
YOL080C,NM_001183334.1,854075,NP_014561.1
YOL078W,NM_001183332.1,854076,NP_014563.1
YOL077W-A,NM_001184377.1,854077,NP_014564.1
YOL077C,NM_001183331.2,854078,NP_014565.2
YOL076W,NM_001183330.1,854079,NP_014566.1
YOL075C,NM_001183329.2,854080,NP_014567.2
YOL073C,NM_001183328.1,854081,NP_014568.1
YOL072W,NM_001183327.1,854082,NP_014569.1
YOL071W,NM_001183326.1,854083,NP_014570.1
YOL070C,NM_001183325.1,854084,NP_014571.1
YOL069W,NM_001183324.1,854085,NP_014572.1
YOL068C,NM_001183323.1,854086,NP_014573.1
YOL067C,NM_001183322.1,854087,NP_014574.1
YOL066C,NM_001183321.1,854088,NP_014575.1
YOL065C,NM_001183320.1,854089,NP_014576.1
YOL064C,NM_001183319.1,854090,NP_014577.1
YOL063C,NM_001183318.1,854091,NP_014578.1
YOL062C,NM_001183317.1,854092,NP_014579.1
YOL061W,NM_001183316.1,854093,NP_014580.1
YOL060C,NM_001183315.1,854094,NP_014581.1
YOL059W,NM_001183314.1,854095,NP_014582.1
YOL058W,NM_001183313.2,854096,NP_014583.2
YOL057W,NM_001183312.1,854097,NP_014584.1
YOL056W,NM_001183311.1,854098,NP_014585.1
YOL055C,NM_001183310.1,854099,NP_014586.1
YOL054W,NM_001183309.1,854102,NP_014587.1
YOL053W,NM_001183308.1,854103,NP_014588.1
YOL052C-A,NM_001183307.1,854104,NP_014589.1
YOL052C,NM_001183306.1,854105,NP_014590.1
YOL051W,NM_001183305.1,854106,NP_014591.1
YOL049W,NM_001183303.1,854108,NP_014593.1
YOL048C,NM_001183302.1,854109,NP_014594.2
YOL048C,NM_001183302.1,854109,NP_014594.2
YOL047C,NM_001183301.1,854110,NP_014595.2
YOL047C,NM_001183301.1,854110,NP_014595.2
YOL045W,NM_001183299.1,854111,NP_014597.1
YOL044W,NM_001183298.1,854113,NP_014598.1
YOL043C,NM_001183297.1,854114,NP_014599.1
YOL042W,NM_001183296.1,854115,NP_014600.1
YOL041C,NM_001183295.1,854116,NP_014601.1
YOL040C,NM_001183294.1,854117,NP_014602.1
YOL039W,NM_001183293.1,854118,NP_014603.1
YOL038C-A,NM_001184641.1,1466476,NP_878164.1
YOL038W,NM_001183292.1,854119,NP_014604.1
YOL036W,NM_001183290.1,854120,NP_014606.1
YOL034W,NM_001183288.1,854123,NP_014608.1
YOL033W,NM_001183287.1,854124,NP_014609.1
YOL032W,NM_001183286.1,854125,NP_014610.1
YOL031C,NM_001183285.1,854126,NP_014611.1
YOL030W,NM_001183284.1,854127,NP_014612.1
YOL029C,NM_001183283.1,854128,NP_014613.1
YOL028C,NM_001183282.1,854129,NP_014614.1
YOL027C,NM_001183281.1,854130,NP_014615.1
YOL026C,NM_001183280.1,854131,NP_014616.1
YOL025W,NM_001183279.1,854133,NP_014617.1
YOL024W,NM_001183278.1,854134,NP_014618.1
YOL023W,NM_001183277.1,854135,NP_014619.1
YOL022C,NM_001183276.2,854136,NP_014620.1
YOL021C,NM_001183275.1,854138,NP_014621.1
YOL020W,NM_001183274.1,854139,NP_014622.1
YOL019W-A,NM_001184622.1,1466477,NP_878165.1
YOL019W,NM_001183273.1,854141,NP_014623.1
YOL018C,NM_001183272.1,854142,NP_014624.1
YOL017W,NM_001183271.1,854143,NP_014625.1
YOL016C,NM_001183270.1,854144,NP_014626.1
YOL015W,NM_001183269.1,854145,NP_014627.1
YOL014W,NM_001183268.1,854146,NP_014628.1
YOL013C,NM_001183267.1,854149,NP_014630.1
YOL012C,NM_001183266.1,854150,NP_014631.1
YOL011W,NM_001183265.1,854151,NP_014632.1
YOL010W,NM_001183264.1,854152,NP_014633.1
YOL009C,NM_001183263.1,854153,NP_014634.1
YOL008W,NM_001183262.1,854154,NP_014635.1
YOL007C,NM_001183261.1,854155,NP_014636.1
YOL006C,NM_001183260.1,854156,NP_014637.1
YOL005C,NM_001183259.1,854157,NP_014638.1
YOL004W,NM_001183258.1,854158,NP_014639.1
YOL003C,NM_001183257.1,854159,NP_014640.1
YOL002C,NM_001183256.1,854160,NP_014641.2
YOL001W,NM_001183255.1,854161,NP_014642.1
YOR001W,NM_001183420.1,854162,NP_014643.1
YOR002W,NM_001183421.1,854163,NP_014644.1
YOR003W,NM_001183422.1,854164,NP_014645.1
YOR004W,NM_001183423.1,854165,NP_014646.1
YOR005C,NM_001183424.1,854166,NP_014647.1
YOR006C,NM_001183425.1,854167,NP_014648.1
YOR007C,NM_001183426.1,854168,NP_014649.1
YOR008C,NM_001183427.1,854170,NP_014650.1
YOR008C-A,NM_001184305.1,854171,NP_014651.1
YOR009W,NM_001183428.1,854173,NP_014652.1
YOR010C,NM_001183429.1,854174,NP_014653.1
YOR011W,NM_001183430.1,854175,NP_014654.1
YOR011W-A,NM_001184576.1,1466479,NP_878167.1
YOR012W,NM_001183431.1,854177,NP_014655.1
YOR014W,NM_001183433.1,854179,NP_014657.1
YOR015W,NM_001348876.1,854180,NP_001335814.1
YOR016C,NM_001183435.1,854181,NP_014659.1
YOR017W,NM_001183436.1,854182,NP_014660.1
YOR018W,NM_001183437.1,854183,NP_014661.1
YOR019W,NM_001183438.1,854184,NP_014662.1
YOR020C,NM_001183439.1,854185,NP_014663.1
YOR020W-A,NM_001184536.1,1466480,NP_878168.1
YOR021C,NM_001183440.1,854186,NP_014664.1
YOR022C,NM_001183441.1,854187,NP_014665.1
YOR023C,NM_001183442.1,854188,NP_014666.1
YOR025W,NM_001183444.1,854190,NP_014668.1
YOR026W,NM_001183445.1,854191,NP_014669.1
YOR027W,NM_001183446.1,854192,NP_014670.1
YOR028C,NM_001183447.1,854193,NP_014671.1
YOR029W,NM_001348877.1,854194,NP_001335815.1
YOR030W,NM_001183449.1,854195,NP_014673.1
YOR031W,,854196,
YOR032C,NM_001183451.1,854197,NP_014675.1
YOR032W-A,NM_001184624.1,1466481,NP_878169.1
YOR033C,NM_001183452.1,854198,NP_014676.1
YOR034C,NM_001183453.1,854199,NP_014677.1
YOR034C-A,NM_001184667.1,1466482,NP_878170.1
YOR035C,NM_001183454.1,854200,NP_014678.1
YOR036W,NM_001183455.1,854201,NP_014679.1
YOR037W,NM_001183456.1,854202,NP_014680.2
YOR038C,NM_001183457.1,854203,NP_014681.1
YOR039W,NM_001183458.1,854204,NP_014682.1
YOR040W,NM_001183459.1,854205,NP_014683.1
YOR042W,NM_001183461.1,854206,NP_014685.1
YOR043W,NM_001183462.1,854208,NP_014686.1
YOR044W,NM_001183463.1,854209,NP_014687.1
YOR045W,NM_001183464.1,854210,NP_014688.1
YOR046C,NM_001183465.1,854211,NP_014689.1
YOR047C,NM_001183466.1,854212,NP_014690.1
YOR048C,NM_001183467.1,854213,NP_014691.1
YOR049C,NM_001183468.1,854214,NP_014692.1
YOR051C,NM_001183470.1,854216,NP_014694.1
YOR052C,NM_001183471.1,854217,NP_014695.1
YOR054C,NM_001183473.1,854220,NP_014697.1
YOR056C,NM_001183475.1,854221,NP_014699.1
YOR057W,NM_001183476.1,854222,NP_014700.1
YOR058C,NM_001183477.1,854223,NP_116582.1
YOR059C,NM_001183478.1,854225,NP_014702.1
YOR060C,NM_001183479.1,854226,NP_014703.1
YOR061W,NM_001183480.1,854227,NP_014704.1
